start,end,duration_hours,duration_minutes
2020-04-13 15:35:00,2020-04-13 18:10:00,2.5833333333333335,155.0
2020-04-13 18:15:00,2020-04-14 10:30:00,16.25,975.0
2020-04-14 10:40:00,2020-04-14 13:10:00,2.5,150.0
2020-04-14 13:15:00,2020-04-16 16:10:00,50.916666666666664,3055.0
2020-04-16 16:15:00,2020-04-16 20:45:00,4.5,270.0
2020-04-16 20:50:00,2020-04-17 12:55:00,16.083333333333332,965.0
2020-04-17 13:10:00,2020-04-17 14:55:00,1.75,105.0
2020-04-17 15:00:00,2020-04-17 16:15:00,1.25,75.0
2020-04-17 16:40:00,2020-04-17 17:15:00,0.5833333333333334,35.0
2020-04-17 17:20:00,2020-04-17 22:20:00,5.0,300.0
2020-04-17 22:25:00,2020-04-18 15:55:00,17.5,1050.0
2020-04-18 16:00:00,2020-04-19 11:25:00,19.416666666666668,1165.0
2020-04-19 11:40:00,2020-04-19 14:35:00,2.9166666666666665,175.0
2020-04-19 14:40:00,2020-04-19 17:40:00,3.0,180.0
2020-04-19 17:45:00,2020-04-23 17:35:00,95.83333333333333,5750.0
2020-04-23 17:40:00,2020-04-23 18:15:00,0.5833333333333334,35.0
2020-04-23 18:20:00,2020-04-23 21:15:00,2.9166666666666665,175.0
2020-04-23 21:20:00,2020-04-24 00:10:00,2.8333333333333335,170.0
2020-04-24 00:15:00,2020-04-24 11:40:00,11.416666666666666,685.0
2020-04-24 11:45:00,2020-04-24 13:25:00,1.6666666666666667,100.0
2020-04-24 13:50:00,2020-04-24 15:45:00,1.9166666666666667,115.0
2020-04-24 15:50:00,2020-04-25 23:35:00,31.75,1905.0
2020-04-26 00:00:00,2020-04-26 06:10:00,6.166666666666667,370.0
2020-04-26 06:15:00,2020-04-26 08:10:00,1.9166666666666667,115.0
2020-04-26 08:15:00,2020-04-26 15:55:00,7.666666666666667,460.0
2020-04-26 16:00:00,2020-04-27 02:05:00,10.083333333333334,605.0
2020-04-27 02:10:00,2020-04-28 11:00:00,32.833333333333336,1970.0
2020-04-28 11:20:00,2020-04-28 13:35:00,2.25,135.0
2020-04-28 13:40:00,2020-04-29 00:20:00,10.666666666666666,640.0
2020-04-29 00:25:00,2020-04-29 03:05:00,2.6666666666666665,160.0
2020-04-29 03:10:00,2020-04-29 04:45:00,1.5833333333333333,95.0
2020-04-29 04:50:00,2020-04-29 07:10:00,2.3333333333333335,140.0
2020-04-29 07:15:00,2020-04-29 13:20:00,6.083333333333333,365.0
2020-04-29 13:25:00,2020-04-29 16:00:00,2.5833333333333335,155.0
2020-04-29 16:35:00,2020-04-30 07:10:00,14.583333333333334,875.0
2020-04-30 07:20:00,2020-04-30 08:25:00,1.0833333333333333,65.0
2020-04-30 08:55:00,2020-04-30 12:05:00,3.1666666666666665,190.0
