start,end,duration_minutes,cluster,n_points,avg_anomaly_score,top_variable_1,top_variable_1_zscore,top_variable_2,top_variable_2_zscore,top_variable_3,top_variable_3_zscore
2017-03-30 21:15:00,2017-03-30 22:05:00,50.0,4,11,-0.6599142647775804,Cyclone_cone_draft,9.510260725634225,Cyclone_Gas_Outlet_Temp,2.391801832633453,Cyclone_Inlet_Gas_Temp,2.125043261309276
2019-01-08 11:50:00,2019-01-08 12:35:00,45.0,2,4,-0.6756961729881326,Cyclone_Inlet_Draft,3.9516496648535777,Cyclone_Outlet_Gas_draft,3.417200069989517,Cyclone_Inlet_Gas_Temp,3.2464172797865003
2018-08-05 07:40:00,2018-08-05 08:25:00,45.0,2,4,-0.6151853878826319,Cyclone_Inlet_Draft,2.7782915185398123,Cyclone_cone_draft,2.526917220940505,Cyclone_Outlet_Gas_draft,2.4591257830198634
2017-04-18 10:20:00,2017-04-18 11:05:00,45.0,2,5,-0.6537269172794898,Cyclone_Inlet_Gas_Temp,3.343263627618069,Cyclone_Outlet_Gas_draft,3.3121072820199995,Cyclone_Inlet_Draft,3.191619287940546
2017-03-07 22:35:00,2017-03-07 23:20:00,45.0,4,5,-0.6415097420404177,Cyclone_Outlet_Gas_draft,6.149057309649082,Cyclone_cone_draft,5.915258811004191,Cyclone_Inlet_Draft,5.585693152887836
2019-07-08 22:00:00,2019-07-08 22:45:00,45.0,2,6,-0.6390176557889452,Cyclone_cone_draft,2.9822036440230555,Cyclone_Inlet_Draft,2.478531329297897,Cyclone_Outlet_Gas_draft,2.2664176721301503
2019-06-22 17:40:00,2019-06-22 18:25:00,45.0,2,5,-0.6135719645056346,Cyclone_cone_draft,2.711871400435167,Cyclone_Outlet_Gas_draft,2.352030644261082,Cyclone_Inlet_Draft,1.992120516203279
2019-10-27 09:55:00,2019-10-27 10:40:00,45.0,2,3,-0.6320043778534966,Cyclone_cone_draft,2.633978175378213,Cyclone_Outlet_Gas_draft,2.472879165629458,Cyclone_Inlet_Draft,1.9442613591499003
2019-10-28 03:05:00,2019-10-28 03:50:00,45.0,2,3,-0.611406942267158,Cyclone_Inlet_Gas_Temp,2.5746148502447688,Cyclone_cone_draft,1.8185497684901555,Cyclone_Outlet_Gas_draft,1.7995773377211637
2020-02-17 20:20:00,2020-02-17 21:05:00,45.0,2,3,-0.6226864366760335,Cyclone_Inlet_Draft,3.29921485052363,Cyclone_Outlet_Gas_draft,2.753113444848532,Cyclone_cone_draft,2.4654733349099702
2019-11-26 13:40:00,2019-11-26 14:25:00,45.0,2,4,-0.6145701743563126,Cyclone_cone_draft,3.3475301687714336,Cyclone_Inlet_Draft,2.0920180806442747,Cyclone_Outlet_Gas_draft,1.9067981727990984
2019-02-08 00:25:00,2019-02-08 01:10:00,45.0,2,3,-0.6474020275663762,Cyclone_Inlet_Gas_Temp,3.055475441121089,Cyclone_Outlet_Gas_draft,2.7036904289269983,Cyclone_Inlet_Draft,2.638286543687343
2019-02-18 21:25:00,2019-02-18 22:10:00,45.0,2,5,-0.6064276188841978,Cyclone_Inlet_Gas_Temp,2.631924371030644,Cyclone_Material_Temp,1.9895591880254289,Cyclone_Inlet_Draft,1.8179671103397441
2018-06-25 04:40:00,2018-06-25 05:25:00,45.0,2,3,-0.6134880225594893,Cyclone_Outlet_Gas_draft,2.5941237714600702,Cyclone_cone_draft,2.4478509051447426,Cyclone_Inlet_Draft,2.2728718571507533
2018-08-05 03:55:00,2018-08-05 04:40:00,45.0,2,6,-0.6313396105279215,Cyclone_Inlet_Gas_Temp,3.4935898717877056,Cyclone_cone_draft,2.5971723218536544,Cyclone_Inlet_Draft,2.319989534306121
2018-06-18 05:35:00,2018-06-18 06:20:00,45.0,0,8,-0.6889673005672801,Cyclone_Inlet_Draft,4.088208681914576,Cyclone_Outlet_Gas_draft,4.040869648018671,Cyclone_Inlet_Gas_Temp,3.8065352182947065
2018-06-30 21:35:00,2018-06-30 22:20:00,45.0,2,3,-0.6187784172971966,Cyclone_cone_draft,3.0234474276539576,Cyclone_Inlet_Draft,2.5530164440716576,Cyclone_Outlet_Gas_draft,2.4679755943120774
2018-05-30 12:55:00,2018-05-30 13:40:00,45.0,2,5,-0.6215627641141642,Cyclone_Inlet_Draft,2.9097356822779643,Cyclone_cone_draft,2.848766396040294,Cyclone_Outlet_Gas_draft,2.7642447681848688
2017-09-17 16:40:00,2017-09-17 17:25:00,45.0,2,8,-0.669943810803032,Cyclone_Outlet_Gas_draft,3.9764262956918026,Cyclone_Inlet_Draft,3.9064867983384186,Cyclone_Material_Temp,3.492729927846121
2017-12-12 13:05:00,2017-12-12 13:50:00,45.0,2,7,-0.603576217049002,Cyclone_Outlet_Gas_draft,2.4842648022878158,Cyclone_Inlet_Draft,2.3698708206076913,Cyclone_Inlet_Gas_Temp,2.1934602243223136
2018-04-14 12:05:00,2018-04-14 12:50:00,45.0,0,8,-0.6647605730985258,Cyclone_Inlet_Draft,3.940810932153591,Cyclone_Outlet_Gas_draft,3.7573861053918467,Cyclone_cone_draft,3.1821705978134722
2018-06-01 03:20:00,2018-06-01 04:05:00,45.0,2,4,-0.6313169568078174,Cyclone_Inlet_Draft,2.681292377771929,Cyclone_Outlet_Gas_draft,2.499786684356077,Cyclone_Inlet_Gas_Temp,2.3680645950358987
2019-05-16 16:35:00,2019-05-16 17:20:00,45.0,2,3,-0.6250344893151258,Cyclone_Inlet_Gas_Temp,4.294170165683586,Cyclone_Gas_Outlet_Temp,2.5042281410622866,Cyclone_Inlet_Draft,1.6781374830277334
2019-05-02 03:50:00,2019-05-02 04:35:00,45.0,2,5,-0.6149619234088904,Cyclone_Inlet_Gas_Temp,3.543267112864214,Cyclone_Gas_Outlet_Temp,2.6939460885733393,Cyclone_Material_Temp,2.2869662039572725
2018-05-26 20:30:00,2018-05-26 21:15:00,45.0,2,4,-0.6380802923032048,Cyclone_Inlet_Gas_Temp,3.7140629693992566,Cyclone_Outlet_Gas_draft,2.415541741280168,Cyclone_Inlet_Draft,2.300744760589587
2018-04-14 13:25:00,2018-04-14 14:05:00,40.0,2,4,-0.6464637640547509,Cyclone_Inlet_Draft,3.2854299764915122,Cyclone_Inlet_Gas_Temp,2.6948299979638453,Cyclone_Outlet_Gas_draft,2.4519056244166935
2018-05-09 07:40:00,2018-05-09 08:20:00,40.0,2,3,-0.6007639145955173,Cyclone_cone_draft,4.027088599422261,Cyclone_Gas_Outlet_Temp,3.0858017232777524,Cyclone_Inlet_Draft,1.6719360147898306
2018-05-09 13:45:00,2018-05-09 14:25:00,40.0,4,5,-0.6665878779517961,Cyclone_Outlet_Gas_draft,6.43809023804377,Cyclone_cone_draft,5.809962123660647,Cyclone_Inlet_Draft,5.750715853095804
2018-03-17 11:45:00,2018-03-17 12:25:00,40.0,2,4,-0.627355837834736,Cyclone_Gas_Outlet_Temp,5.889622770179136,Cyclone_Inlet_Gas_Temp,3.9364576215312663,Cyclone_Material_Temp,1.3348943520834882
2017-05-31 01:00:00,2017-05-31 01:40:00,40.0,2,4,-0.6514505518377199,Cyclone_Inlet_Gas_Temp,5.768305886227592,Cyclone_Inlet_Draft,2.9052530106027032,Cyclone_Gas_Outlet_Temp,2.495422026330928
2019-10-27 11:25:00,2019-10-27 12:05:00,40.0,2,4,-0.6151157372836646,Cyclone_cone_draft,2.917084073677584,Cyclone_Outlet_Gas_draft,2.708652461848066,Cyclone_Inlet_Draft,2.387767449055117
2020-01-27 11:35:00,2020-01-27 12:15:00,40.0,2,3,-0.6335945962652154,Cyclone_Inlet_Gas_Temp,3.8745296275997076,Cyclone_Inlet_Draft,2.600336343017391,Cyclone_Outlet_Gas_draft,2.1798707550186927
2020-07-17 16:35:00,2020-07-17 17:15:00,40.0,0,9,-0.6852547441038657,Cyclone_Material_Temp,9.702795145425279,Cyclone_Outlet_Gas_draft,2.8783501349103937,Cyclone_Inlet_Draft,2.5685042084572784
2017-01-20 04:40:00,2017-01-20 05:20:00,40.0,0,3,-0.6449300995890362,Cyclone_Inlet_Draft,2.3622545014968135,Cyclone_Outlet_Gas_draft,2.285864614963159,Cyclone_cone_draft,1.660272366146639
2018-02-23 13:50:00,2018-02-23 14:30:00,40.0,0,4,-0.6351199847081473,Cyclone_Inlet_Gas_Temp,5.312428766350807,Cyclone_Gas_Outlet_Temp,3.2205318424582825,Cyclone_cone_draft,2.6346112291943133
2018-02-26 18:40:00,2018-02-26 19:20:00,40.0,4,6,-0.6819953138425525,Cyclone_Outlet_Gas_draft,4.530233888497026,Cyclone_cone_draft,4.374561460144829,Cyclone_Inlet_Draft,3.9759000959528423
