cluster_id,count,frequency_pct,Cyclone_Inlet_Gas_Temp_mean,Cyclone_Inlet_Gas_Temp_std,Cyclone_Gas_Outlet_Temp_mean,Cyclone_Gas_Outlet_Temp_std,Cyclone_Outlet_Gas_draft_mean,Cyclone_Outlet_Gas_draft_std,Cyclone_cone_draft_mean,Cyclone_cone_draft_std,Cyclone_Inlet_Draft_mean,Cyclone_Inlet_Draft_std,Cyclone_Material_Temp_mean,Cyclone_Material_Temp_std,avg_duration_hours,median_duration_hours,num_periods
0,59096,18.02762592737212,886.6459657167998,31.791586331111713,880.9954231532872,50.044490267136986,-221.07034215513735,40.897919473066885,-203.35700509904785,40.01504797969824,-174.33380138531655,31.39955930185653,911.7664401425927,100.08971998849431,0.2031125409002172,0.08333333333333333,24246
1,21561,6.577325751659507,120.45156475647167,107.22997605783395,118.25117235263848,103.82861532645923,-5.047721353148653,17.3543439350778,-9.60296623312374,16.20576240982784,-6.061438593933933,14.145758239439026,141.92622758022088,205.97162326700783,2.979684908789386,0.08333333333333333,603
2,233557,71.24810864896524,894.2942953774585,25.89827002934285,878.2722644137223,48.14437006188098,-229.35075024598248,33.86464306552575,-210.96789963191384,33.08223901317735,-181.9265233749433,25.815064795978152,926.0860609112451,59.27375638513476,1.8795831321422825,0.4166666666666667,10355
3,3258,0.9938744631003514,861.847489257213,97.69251900055048,829.6903974831187,92.03654697807275,-114.37874923265807,94.1855853809784,-116.34527317372621,84.80646869102159,-91.35595303867403,77.9162398106262,893.455190300798,112.54708731664047,0.4132420091324201,0.4166666666666667,657
4,10336,3.153065208902772,576.0060376723058,137.74374524119864,561.833915814352,137.29566621634677,5.197652066747752,16.741816750462483,-7.862518363924517,16.028601401344865,5.712343694714728,15.631059197378875,560.4962807293971,279.77772731525494,3.544581618655693,1.1666666666666667,243
